"spotify_id","name","artists","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"2plbrEY59IikOBgBGLjaoe","Die With A Smile","Lady Gaga, Bruno Mars","1","0","0","","2025-01-08","100","False","251667","Die With A Smile","2024-08-16","0.521","0.592","6","-7.777","0","0.0304","0.308","0.0","0.122","0.535","157.969","3"
"4wJ5Qq0jBN4ajy7ouZIV1c","APT.","ROSÉ, Bruno Mars","2","0","0","","2025-01-08","89","False","169917","rosie","2024-12-06","0.777","0.783","0","-4.477","0","0.26","0.0283","0.0","0.355","0.939","149.027","4"
"7ne4VBA60CxGM75vw0EYad","That’s So True","Gracie Abrams","3","0","0","","2025-01-08","96","True","166300","The Secret of Us (Deluxe)","2024-10-18","0.554","0.808","1","-4.169","1","0.0368","0.214","0.0","0.159","0.372","108.548","4"
"6dOtVTDdiauQNBQEDOtlAB","BIRDS OF A FEATHER","Billie Eilish","4","0","0","","2025-01-08","97","False","210373","HIT ME HARD AND SOFT","2024-05-17","0.747","0.507","2","-10.171","1","0.0358","0.2","0.0608","0.117","0.438","104.978","4"
"5TFD2bmFKGhoCRbX61nXY5","NUEVAYoL","Bad Bunny","5","1","45","","2025-01-08","81","False","183685","DeBÍ TiRAR MáS FOToS","2025-01-05","0.142","0.195","6","-20.024","1","0.139","0.265","0.995","0.204","0.12","137.922","4"
"2lTm559tuIvatlT1u0JYG2","BAILE INoLVIDABLE","Bad Bunny","6","-1","44","","2025-01-08","81","True","367725","DeBÍ TiRAR MáS FOToS","2025-01-05","0.168","0.00332","10","-46.113","1","0.0615","0.192","0.79","0.112","0.219","119.387","3"
"59D4DOkspUbWyMmbAPQkxZ","VOY A LLeVARTE PA PR","Bad Bunny","7","0","43","","2025-01-08","81","True","156364","DeBÍ TiRAR MáS FOToS","2025-01-05","0.148","0.604","7","-35.032","1","0.0588","0.921","0.453","0.405","1e-05","106.295","3"
"7d6yK8v8J484SWH5prIQiE","VeLDÁ","Bad Bunny, Omar Courtz, Dei V","8","0","42","","2025-01-08","80","True","235336","DeBÍ TiRAR MáS FOToS","2025-01-05","0.613","0.981","1","-18.638","1","0.149","0.29","0.0023","0.437","0.0337","101.852","3"
"3sK8wGT43QFpWrvNQsrQya","DtMF","Bad Bunny","9","9","41","","2025-01-08","79","False","237117","DeBÍ TiRAR MáS FOToS","2025-01-05","0.625","0.131","7","-27.405","0","0.0717","0.177","0.218","0.0807","0.032","136.02","4"
"2CGNAOSuO1MEFCbBRgUzjd","luther (with sza)","Kendrick Lamar, SZA","10","2","-4","","2025-01-08","86","False","177598","GNX","2024-11-21","0.707","0.575","2","-7.546","1","0.125","0.251","0.0","0.248","0.576","138.008","4"
"0iKo4pNNjHHdKUcFARlfCa","EL CLúB","Bad Bunny","11","-1","39","","2025-01-08","77","True","222568","DeBÍ TiRAR MáS FOToS","2025-01-05","0.516","0.611","10","-5.486","0","0.0555","0.458","5.34e-05","0.113","0.261","110.744","4"
"7tI8dRuH2Yc6RuoTjxo4dU","Who","Jimin","12","-3","-7","","2025-01-08","90","False","170887","MUSE","2024-07-19","0.66","0.756","0","-3.743","0","0.032","0.00289","0.0","0.193","0.838","116.034","4"
"1Q9Efnm5csdCMFynISxL2x","PERFuMITO NUEVO","Bad Bunny, RaiNao","13","-2","37","","2025-01-08","80","True","200680","DeBÍ TiRAR MáS FOToS","2025-01-05","0.513","0.0302","0","-33.8","1","0.0701","0.996","0.977","0.15","0.557","120.026","1"
"35ISBknsCeZQtq66xABI9g","Messy","Lola Young","14","-1","-3","","2025-01-08","81","True","284066","This Wasn't Meant For You Anyway","2024-06-21","0.798","0.562","9","-5.913","1","0.0375","0.11","0.00606","0.122","0.647","110.991","4"
"5WEF0icHWmAZBBMglBd599","WELTiTA","Bad Bunny, Chuwi","15","-1","35","","2025-01-08","79","False","187507","DeBÍ TiRAR MáS FOToS","2025-01-05","0.458","0.297","4","-32.354","0","0.6","0.866","0.329","0.346","0.357","96.14","3"
"1Es7AUAhQvapIcoh3qMKDL","Timeless (with Playboi Carti)","The Weeknd, Playboi Carti","16","0","-7","","2025-01-08","92","True","256000","Timeless","2024-09-27","0.769","0.722","11","-5.485","0","0.0507","0.0584","2.56e-06","0.111","0.57","119.973","4"
"2HRqTpkrJO5ggZyyK6NPWz","Espresso","Sabrina Carpenter","17","0","-10","","2025-01-08","89","True","175459","Short n' Sweet","2024-08-23","0.699","0.776","0","-5.282","1","0.0293","0.131","5.36e-06","0.205","0.708","103.963","4"
"2262bWmqomIaJXwCRHr13j","Sailor Song","Gigi Perez","18","-3","-10","","2025-01-08","93","False","211978","Sailor Song","2024-07-26","0.494","0.413","11","-10.432","1","0.0254","0.682","6.72e-05","0.193","0.273","94.938","4"
"6J5kc12BW5HuP3d7C3vvx8","EoO","Bad Bunny","19","4","31","","2025-01-08","78","True","204768","DeBÍ TiRAR MáS FOToS","2025-01-05","0.36","0.464","10","-29.598","0","0.0702","0.749","0.859","0.0825","0.184","63.662","4"
"0WbMK4wrZ1wFSty9F7FCgu","Good Luck, Babe!","Chappell Roan","20","2","-10","","2025-01-08","93","False","218423","Good Luck, Babe!","2024-04-05","0.7","0.582","11","-5.96","0","0.0356","0.0502","0.0","0.0881","0.785","116.712","4"
"3QaPy1KgI7nu9FJEQUgn6h","WILDFLOWER","Billie Eilish","21","-1","-9","","2025-01-08","92","False","261466","HIT ME HARD AND SOFT","2024-05-17","0.467","0.247","6","-12.002","0","0.0431","0.612","0.000271","0.17","0.126","148.101","4"
"4c2Pc0NrfkesPR0jff6q3F","KETU TeCRÉ","Bad Bunny","22","-3","28","","2025-01-08","78","True","250789","DeBÍ TiRAR MáS FOToS","2025-01-05","0.27","0.277","8","-32.187","1","0.0477","0.0177","0.485","0.111","0.082","111.353","3"
"4MUrUT38U98olfnyzMBCzm","KLOuFRENS","Bad Bunny","23","-2","27","","2025-01-08","78","True","199114","DeBÍ TiRAR MáS FOToS","2025-01-05","0.326","0.125","1","-32.45","1","0.148","0.703","0.706","0.18","0.306","106.974","4"
"14QaXYIK3K3QPtezqxRRPN","PIToRRO DE COCO","Bad Bunny","24","3","26","","2025-01-08","75","False","206627","DeBÍ TiRAR MáS FOToS","2025-01-05","0.636","0.667","7","-4.708","1","0.0323","0.25","6.95e-06","0.116","0.544","97.769","4"
"79x7xtoCLpf6l32Zz6mWo4","BOKeTE","Bad Bunny","25","-1","25","","2025-01-08","78","True","215983","DeBÍ TiRAR MáS FOToS","2025-01-05","0.4","0.07","1","-32.756","1","0.0456","0.194","0.956","0.116","0.0344","124.927","4"
"7tCuCjhxzjX2XCz4JiiAsp","TURiSTA","Bad Bunny","26","-1","24","","2025-01-08","77","False","190028","DeBÍ TiRAR MáS FOToS","2025-01-05","0.358","0.12","8","-30.487","1","0.523","0.456","0.0653","0.146","0.318","90.929","3"
"5G2f63n7IPVPPjfNIGih7Q","Taste","Sabrina Carpenter","27","-1","-13","","2025-01-08","91","False","157279","Short n' Sweet","2024-08-23","0.674","0.907","3","-4.086","1","0.064","0.101","0.0","0.297","0.721","112.964","4"
"0l0vcZMU7AOeQmUIREoI2U","Qué Pasaría...","Rauw Alejandro, Bad Bunny","28","2","-8","","2025-01-08","90","True","191018","Cosa Nuestra","2024-11-15","0.833","0.563","4","-5.593","0","0.204","0.528","1.27e-05","0.139","0.343","105.008","4"
"3U3hFkMr0Q90pD24EkE3Pr","BMF","SZA","29","-1","-3","","2025-01-08","85","True","180746","SOS Deluxe: LANA","2024-12-20","0.792","0.55","10","-8.528","0","0.0307","0.506","0.0166","0.087","0.972","128.023","4"
"17phhZDn6oGtzMe56NuWvj","Lose Control","Teddy Swims","30","1","-13","","2025-01-08","89","False","210688","I've Tried Everything But Therapy (Part 1)","2023-09-15","0.561","0.604","9","-4.409","1","0.0337","0.199","1.9e-05","0.104","0.242","159.92","3"
"6WatFBLVB0x077xWeoVc2k","Si Antes Te Hubiera Conocido","KAROL G","31","-2","-16","","2025-01-08","92","False","195824","Si Antes Te Hubiera Conocido","2024-06-21","0.924","0.668","11","-6.795","1","0.0469","0.446","0.000594","0.0678","0.787","128.027","4"
"0aB0v4027ukVziUGwVGYpG","tv off (feat. lefty gunplay)","Kendrick Lamar, Lefty Gunplay","32","7","-8","","2025-01-08","91","True","220690","GNX","2024-11-22","0.855","0.529","6","-6.679","0","0.263","0.0837","0.0","0.423","0.548","100.036","4"
"6jbYpRPTEFl1HFKHk1IC0m","Like Him (feat. Lola Young)","Tyler, The Creator, Lola Young","33","1","-3","","2025-01-08","89","True","278014","CHROMAKOPIA","2024-10-28","0.392","0.555","4","-6.707","0","0.039","0.287","0.000253","0.13","0.191","96.063","3"
"6VNXmo59yDYgcwLS17UNAW","CAFé CON RON","Bad Bunny, Los Pleneros de la Cresta","34","-1","16","","2025-01-08","76","False","228836","DeBÍ TiRAR MáS FOToS","2025-01-05","0.328","0.153","9","-26.802","1","0.0564","0.148","1.28e-06","0.397","0.0376","95.506","4"
"7CyPwkp0oE8Ro9Dd5CUDjW","One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp","35","-3","-10","","2025-01-08","90","False","244684","The Idol Episode 4 (Music from the HBO Original Series)","2023-06-23","0.264","0.64","8","-6.221","1","0.0442","0.0393","2.31e-06","0.151","0.19","84.828","4"
"0LTwdL5yZ6YOTEGUQPFuSN","ROSONES","Tito Double P","36","-1","-18","","2025-01-08","88","True","177590","ROSONES","2024-12-05","0.802","0.726","1","-5.939","1","0.0318","0.704","9.7e-06","0.117","0.604","120.129","3"
"3be9ACTxtcL6Zm4vJRUiPG","blue","yung kai","37","0","-4","","2025-01-08","87","False","214357","blue","2024-08-02","0.746","0.317","4","-11.982","1","0.0342","0.933","0.0186","0.121","0.585","97.49","3"
"2tHwzyyOLoWSFqYNjeVMzj","Please Please Please","Sabrina Carpenter","38","-2","-19","","2025-01-08","87","True","186365","Short n' Sweet","2024-08-23","0.675","0.586","9","-6.086","1","0.0531","0.257","0.0","0.104","0.621","107.015","4"
"3G7agPwWfcORnWCAGMDOpm","LA MuDANZA","Bad Bunny","39","2","11","","2025-01-08","75","True","213010","DeBÍ TiRAR MáS FOToS","2025-01-05","0.565","0.926","7","-5.607","1","0.0573","0.975","0.944","0.131","0.971","173.978","3"
"2QjOHCTQ1Jl3zawyYOpxh6","Sweater Weather","The Neighbourhood","40","0","-5","","2025-01-08","89","False","240400","I Love You.","2013-04-22","0.612","0.807","10","-2.81","1","0.0336","0.0495","0.0177","0.101","0.398","124.053","4"
"63EQbNhgaih4yg5412usWG","Loco","Neton Vega","41","6","9","","2025-01-08","81","False","186521","Loco","2024-12-20","0.849","0.708","1","-5.502","1","0.0686","0.0741","0.00768","0.139","0.632","91.981","4"
"1cOboCuWYI2osTOfolMRS6","Tu Boda","Oscar Maydon, Fuerza Regida","42","-4","-20","","2025-01-08","91","True","225880","Tu Boda","2024-09-26","0.694","0.651","6","-6.968","1","0.0784","0.496","1.36e-05","0.0787","0.471","112.648","3"
"19XpFsce28aByvCC4g89tJ","Too Sweet","Hozier","43","7","-16","","2025-01-08","84","False","251424","Unreal Unearth: Unaired","2024-08-19","0.74","0.643","10","-5.446","1","0.0413","0.041","0.00229","0.0407","0.96","117.025","4"
"51ZQ1vr10ffzbwIjDCwqm4","we can't be friends (wait for your love)","Ariana Grande","44","6","-10","","2025-01-08","87","False","228639","eternal sunshine","2024-03-08","0.645","0.646","5","-8.334","1","0.0427","0.0615","3.04e-05","0.074","0.295","115.842","4"
"3tFed7YsjGnIfxeLEQwx3R","Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne","45","-2","-3","","2025-01-08","89","True","255915","CHROMAKOPIA","2024-10-28","0.505","0.812","1","-3.986","1","0.461","0.285","0.0","0.444","0.664","80.09","4"
"1YYfyJ2yCvGFCxwjsIqEK9","Khé?","Rauw Alejandro, Romeo Santos","46","-4","-25","","2025-01-08","88","False","206066","Cosa Nuestra","2024-11-15","0.687","0.627","7","-4.975","1","0.181","0.326","0.0","0.0893","0.47","155.865","4"
"3xkHsmpQCBMytMJNiDf3Ii","Beautiful Things","Benson Boone","47","1","-34","","2025-01-08","88","False","180304","Fireworks & Rollerblades","2024-04-05","0.472","0.471","10","-5.692","1","0.0603","0.151","0.0","0.14","0.219","105.029","3"
"3hRV0jL3vUpRrcy398teAU","The Night We Met","Lord Huron","48","2","-20","","2025-01-08","88","False","208211","Strange Trails","2015-04-06","0.448","0.369","9","-9.514","1","0.0452","0.968","0.272","0.638","0.0998","174.097","3"
"2LwsunYgfRoqyIsNtgOCQx","Ma Meilleure Ennemie (from the series Arcane League of Legends)","Arcane, Stromae, Pomme","49","1","-11","","2025-01-08","86","False","147973","Arcane League of Legends: Season 2 (Soundtrack from the Animated Series)","2024-11-23","0.678","0.604","4","-7.926","0","0.0962","0.00465","0.000936","0.278","0.374","88.0","4"
"5XeFesFbtLpXzIVDNQP22n","I Wanna Be Yours","Arctic Monkeys","50","-1","-21","","2025-01-08","90","False","183956","AM","2013-09-09","0.464","0.417","0","-9.345","0","0.0256","0.136","0.022","0.0974","0.479","67.528","4"
"7MD8gswt08VhFwVF1PR8Mg","Biri Marung (feat. Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma & CowBoii)","Mr Pilato, Ego Slimflow, Tebogo G Mashego, SJE Konka, Focalistic, DJ Maphorisa, Scotts Maphuma, CowBoii","1","0","0","ZA","2025-01-08","71","False","454778","Biri Marung (feat. Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma & CowBoii)","2024-11-08","0.848","0.588","9","-10.935","1","0.0532","0.00115","0.00485","0.0523","0.301","113.002","4"
"2plbrEY59IikOBgBGLjaoe","Die With A Smile","Lady Gaga, Bruno Mars","2","0","14","ZA","2025-01-08","100","False","251667","Die With A Smile","2024-08-16","0.521","0.592","6","-7.777","0","0.0304","0.308","0.0","0.122","0.535","157.969","3"
"4zZxynw8cwhCRlDl9pay2f","Diqabang","Khathapillar, Sol Phenduka, Smash SA, Kamoh Xaba","3","0","4","ZA","2025-01-08","61","False","402890","Diqabang","2024-05-20","0.711","0.52","2","-11.103","0","0.0331","0.102","0.00152","0.13","0.363","111.993","4"
"2NUL19ktYaXmes18Cz7HPn","Skuta Baba - Remix","WOODBLOCK DJS, Buzzi Lee, Kane Keid, Cassper Nyovest, Kwesta, Tony Dayimane, Mvelost, Set Off, Somololo","4","3","2","ZA","2025-01-08","63","False","372710","Skuta Baba (Remix)","2024-12-06","0.796","0.826","9","-7.976","0","0.0963","0.171","0.0","0.0739","0.727","98.001","4"
"7LTDINonhUaOiWTyN3AxCI","Esandleni","Nontokozo Mkhize","5","-1","23","ZA","2025-01-08","56","False","336600","Esandleni","2024-12-05","0.477","0.683","4","-5.893","1","0.0395","0.0597","0.00045","0.335","0.495","99.768","4"
"567NwM1L86vGvZwiZfCsMo","Gucci","Mthandeni SK, MaWhoo","6","2","5","ZA","2025-01-08","61","False","247617","Gucci","2024-09-26","0.625","0.927","6","-5.446","0","0.0313","0.0212","0.011","0.304","0.863","146.727","4"
"2CGNAOSuO1MEFCbBRgUzjd","luther (with sza)","Kendrick Lamar, SZA","7","8","19","ZA","2025-01-08","86","False","177598","GNX","2024-11-21","0.707","0.575","2","-7.546","1","0.125","0.251","0.0","0.248","0.576","138.008","4"
"2xXwT5A5sbPXJLtXasPSIY","Waze Wamuhle (feat. Mashudu)","Kelvin Momo, Sino Msolo, Stixx, Mashudu","8","-2","-3","ZA","2025-01-08","61","False","578932","Ntsako","2024-12-13","0.814","0.812","1","-9.547","0","0.0519","0.00887","0.26","0.041","0.624","113.009","4"
"0DGP0pRR8yz4OW2xxjIskt","Vuma Dlozi Lami (feat. Ancestral Rituals)","Issa sisdoh, Ancestral Rituals","9","2","4","ZA","2025-01-08","57","False","380238","Vuma Dlozi Lami (feat. Ancestral Rituals)","2024-09-12","0.675","0.619","2","-8.775","1","0.0328","0.00155","0.0759","0.0456","0.759","117.988","4"
"21fhgH4tjYcAKzkzCuYyr6","Sdakiwe Sbali (feat. Bless The Gentleman & DJ Kap)","Blaq Major, BLESS THE GENTLEMAN, DJ KAP","10","-1","-7","ZA","2025-01-08","64","False","245740","Sdakiwe Sbali (feat. Bless The Gentleman & DJ Kap)","2024-08-12","0.937","0.638","6","-6.094","0","0.0424","0.00877","0.0","0.0608","0.753","114.043","4"
"7hO6BIPeHb0Y5v9bgXoxKg","Sohlala Sisonke","Dlala Thukzin, Zeh McGeba, MK Productions","11","-1","-3","ZA","2025-01-08","62","False","327457","Finally Famous Too","2024-09-27","0.715","0.765","7","-7.837","0","0.0363","0.124","0.0824","0.0391","0.733","118.026","4"
"3jTedBPHIIr48xoJchYHNH","Chokeslem","Kharishma, Ba Bethe Gashoazen","12","2","-2","ZA","2025-01-08","61","False","221254","Chokeslem","2024-05-24","0.817","0.841","5","-4.173","0","0.0382","0.118","0.000216","0.0772","0.336","125.989","4"
"0AQfRLzd7pQZcLtfh9Onb8","Shayi'Moto (feat. Seemah & Yanda Woods)","Mellow & Sleazy, Scotts Maphuma, Mr Pilato, Seemah, Yanda Woods","13","-1","-9","ZA","2025-01-08","64","False","445719","Shayi'Moto (feat. Seemah & Yanda Woods)","2024-11-08","0.853","0.773","1","-10.387","0","0.0565","0.0275","0.0175","0.0908","0.513","112.002","4"
"4wJ5Qq0jBN4ajy7ouZIV1c","APT.","ROSÉ, Bruno Mars","14","-1","20","ZA","2025-01-08","89","False","169917","rosie","2024-12-06","0.777","0.783","0","-4.477","0","0.26","0.0283","0.0","0.355","0.939","149.027","4"
"5tIt860TkOItU0BRafiyzd","Sigade Umzila","Mthandeni SK","15","4","-3","ZA","2025-01-08","57","False","205400","Sigade Umzila","2024-11-29","0.705","0.882","1","-7.342","0","0.0368","0.339","0.161","0.208","0.883","89.968","4"
"1Cbl3Yq8rHo7hhDQmLQagU","PUSH 2 START","Tyla","16","0","7","ZA","2025-01-08","85","False","156825","TYLA +","2024-10-11","0.683","0.814","2","-3.505","1","0.0466","0.277","0.00826","0.0858","0.758","93.482","4"
"0dI8174H04ATp4iEw0WkrT","Sthandwa Sam (feat. BelloM, Epic DJ, DJ Seneath & X-Morizo)","2Point1, BelloM, Epic DJ, DJ Seneath, X-Morizo","17","1","-8","ZA","2025-01-08","62","False","380199","Sthandwa Sam (feat. BelloM, Epic DJ, DJ Seneath & X-Morizo)","2024-02-09","0.773","0.754","1","-7.588","0","0.0369","0.00723","0.0405","0.0191","0.528","112.997","4"
"34eKUydsaj9GeMTT1ybutO","Wishi Wishi (feat. Scotts Maphuma & Young Stunna)","Kabza De Small, Vigro Deep, DJ Maphorisa, Scotts Maphuma, Young Stunna","18","-13","-16","ZA","2025-01-08","66","False","381428","Wishi Wishi (feat. Scotts Maphuma & Young Stunna)","2024-10-18","0.861","0.622","1","-12.417","1","0.0727","0.0632","7.79e-05","0.253","0.413","112.009","4"
"6dOtVTDdiauQNBQEDOtlAB","BIRDS OF A FEATHER","Billie Eilish","19","-2","10","ZA","2025-01-08","97","False","210373","HIT ME HARD AND SOFT","2024-05-17","0.747","0.507","2","-10.171","1","0.0358","0.2","0.0608","0.117","0.438","104.978","4"
"1blpjqXA4y03pWHnDbhs9l","Bo Gogo (feat. Tracy & Thatohatsi)","Kelvin Momo, Da Muziqal Chef, Tracy, Thatohatsi","20","0","2","ZA","2025-01-08","57","False","527129","Ntsako","2024-12-13","0.811","0.71","8","-11.21","0","0.0495","0.0147","0.0276","0.0928","0.534","113.003","4"
"0prPe1VYMLkXi2RMlOGaU6","PIKIPIKI (feat. Cowboii)","Scotts Maphuma, Shaunmusiq, CowBoii","21","0","-7","ZA","2025-01-08","59","False","351640","PIATO (A Different Chapter)","2024-12-13","0.9","0.772","1","-5.193","1","0.0452","0.00744","0.014","0.627","0.342","112.003","4"
"3H8XWGDteOl8nmUqeYrHw5","Uvalo","Usimamane, Sjava","22","0","13","ZA","2025-01-08","58","False","324000","20th: Days Before Maud","2024-09-13","0.532","0.414","5","-7.992","0","0.0935","0.652","0.00264","0.114","0.0987","159.958","3"
"6eyJuobFFGXLAOOkxrIdSV","All My Life","Mawelele, Kwesta","23","2","1","ZA","2025-01-08","59","False","266526","All My Life","2024-08-30","0.69","0.401","8","-9.186","1","0.0493","0.749","0.000522","0.111","0.463","95.009","4"
"1AXW0WnNUceegJHGl3HWlJ","Rush Hour","Sminofu","24","3","-3","ZA","2025-01-08","58","False","271305","Rush Hour","2024-11-08","0.721","0.937","10","-4.87","0","0.112","0.142","0.000371","0.0561","0.804","159.973","4"
"79r4mAwHBAB1x5QnImlUM6","Ncono Siyeke","Mshinwemali, Shenge wasehlalankosi","25","7","11","ZA","2025-01-08","57","False","299363","Ncono Siyeke","2024-09-10","0.455","0.799","2","-8.831","1","0.0359","0.384","0.0","0.575","0.868","99.729","3"
"1hnB525vM5GrFr5AQIXQu8","Ndisize (feat. Ami Faku)","Caiiro, Ami Faku","26","3","-7","ZA","2025-01-08","59","False","315116","Caiiro","2024-07-05","0.784","0.629","5","-8.35","1","0.0491","0.00634","0.259","0.0918","0.517","117.005","4"
"0aB0v4027ukVziUGwVGYpG","tv off (feat. lefty gunplay)","Kendrick Lamar, Lefty Gunplay","27","3","22","ZA","2025-01-08","91","True","220690","GNX","2024-11-22","0.855","0.529","6","-6.679","0","0.263","0.0837","0.0","0.423","0.548","100.036","4"
"1Es7AUAhQvapIcoh3qMKDL","Timeless (with Playboi Carti)","The Weeknd, Playboi Carti","28","-5","19","ZA","2025-01-08","92","True","256000","Timeless","2024-09-27","0.769","0.722","11","-5.485","0","0.0507","0.0584","2.56e-06","0.111","0.57","119.973","4"
"53wwaMp15eGyE12Cm7sxLa","Ungukuphila","Xolly Mncwango","29","4","21","ZA","2025-01-08","54","False","356306","Jesus Is Enough","2020-11-20","0.278","0.49","3","-11.191","1","0.0523","0.454","0.0","0.351","0.332","168.763","3"
"6slJQ4C1xXTVspSBxQ5Nrt","A-Z (Yashi Moto)","Vigro Deep, DJ Maphorisa, Kabza De Small, Uncool MC, Focalistic, Scotts Maphuma, Ricky Lenyora, Woza Sjax","30","-6","-15","ZA","2025-01-08","60","False","398588","A-Z (Yashi Moto)","2024-12-04","0.812","0.752","1","-7.129","1","0.0393","0.144","0.000123","0.382","0.0773","112.008","4"
"3QaPy1KgI7nu9FJEQUgn6h","WILDFLOWER","Billie Eilish","31","-3","19","ZA","2025-01-08","92","False","261466","HIT ME HARD AND SOFT","2024-05-17","0.467","0.247","6","-12.002","0","0.0431","0.612","0.000271","0.17","0.126","148.101","4"
"6COIIA7XjaExDj4fkCqaB9","Can't Get","Casswell P, Nobuhle","32","2","-15","ZA","2025-01-08","60","False","293578","Can't Get","2024-09-13","0.832","0.605","8","-7.441","1","0.0434","0.0911","0.0652","0.0471","0.762","113.003","4"
"7ne4VBA60CxGM75vw0EYad","That’s So True","Gracie Abrams","33","-7","17","ZA","2025-01-08","96","True","166300","The Secret of Us (Deluxe)","2024-10-18","0.554","0.808","1","-4.169","1","0.0368","0.214","0.0","0.159","0.372","108.548","4"
"7GaFYUqP2WdR4KTPk7cXoP","Let Me Love You","Mario","34","2","16","ZA","2025-01-08","74","False","249120","Turning Point","2004-03-15","0.686","0.588","7","-8.343","0","0.0554","0.178","0.0","0.0954","0.617","94.519","4"
"7JbLSEDlRdoJaXk5ddZae2","Paris","Mthandeni SK, Lwah Ndlunkulu","35","0","-5","ZA","2025-01-08","59","False","257959","Paris","2023-08-09","0.619","0.903","1","-4.659","1","0.0693","0.0296","0.00199","0.19","0.964","154.639","4"
"4iZ4pt7kvcaH6Yo8UoZ4s2","Snooze","SZA","36","1","14","ZA","2025-01-08","87","True","201800","SOS","2022-12-09","0.559","0.551","5","-7.231","1","0.132","0.141","0.0","0.11","0.392","143.008","4"
"1DyNpDv4M8qBTthYIAPvqW","Phuthuma","Cyfred, Scotts Maphuma","37","-6","-19","ZA","2025-01-08","61","False","323750","Phuthuma","2024-08-16","0.885","0.677","7","-9.004","0","0.0532","0.0921","0.0035","0.0825","0.393","112.994","4"
"2pdid5w8VxdgMmYlp7r17z","My Dululu","Mjolisi, Mnqobi yazo","38","1","-7","ZA","2025-01-08","57","False","295784","My Dululu","2024-09-04","0.713","0.58","5","-8.471","1","0.0418","0.552","0.0","0.0683","0.749","108.77","3"
"5VI0jL3U1EVMKgh3e9KXZ6","Ungangilimazi (feat. Frank Mabeat)","Dj Moscow, Brandon Dhludhlu, Cnethemba Gonelo, Frank Mabeat","39","4","11","ZA","2025-01-08","43","False","341128","Emaweni","2024-10-11","0.83","0.549","8","-14.217","1","0.0575","0.0143","0.0014","0.0262","0.505","113.017","4"
"6txAWGckgEGJIhLjhNdtE9","Residuals","Chris Brown","40","0","10","ZA","2025-01-08","65","False","215178","11:11 (Deluxe)","2024-04-10","0.58","0.645","6","-7.793","0","0.0821","0.342","0.0","0.108","0.171","114.905","4"
"1gM44tVZ9pfUe9v35Stp31","Kwelanga 2.0 (feat. Tman Xpress & LeeMcKrazy)","Bassie, M-Touch, Ranger, Amaza, LeeMcKrazy, Tman Xpress","41","-3","-21","ZA","2025-01-08","61","False","441894","Kwelanga","2024-06-07","0.79","0.662","10","-11.636","0","0.0495","0.0727","0.109","0.0261","0.678","113.006","4"
"219UdZ1b9vuUe45FK2JeWx","Bo Thata","Babalwa M, Stixx, Nvcho","42","2","-2","ZA","2025-01-08","58","False","548120","Candour","2024-10-25","0.766","0.64","8","-14.798","1","0.0476","0.0329","0.0726","0.0621","0.535","112.985","4"
"6VBfzBgHu8tFeeg2ZQO4gH","Wayengenalutho","MENZI MUSIC","43","7","7","ZA","2025-01-08","50","False","312293","Sizesiguge","2024-12-06","0.591","0.962","9","-4.144","1","0.0397","0.201","2.27e-06","0.0849","0.93","68.517","4"
"1lOtpeO2I2cjvN2CvbnpGW","Dear Ex Yami","Mduduzi Ncube, Fanatic SA, Stallin Matsitsa, Caeser, Ayanda Art","44","6","-7","ZA","2025-01-08","55","False","278875","Dear Ex Yami","2024-09-13","0.679","0.765","6","-4.937","1","0.0658","0.351","0.00189","0.0864","0.793","150.011","4"
"0JXXNGljqupsJaZsgSbMZV","Sure Thing","Miguel","45","5","5","ZA","2025-01-08","84","False","195373","All I Want Is You","2010-11-26","0.684","0.607","11","-8.127","0","0.1","0.0267","0.000307","0.191","0.498","81.001","4"
"2tUXE87QNnoVQZApV3uyVZ","Ngisakuthanda","Zee Nxumalo, TBO, PYY Logdrum King, DJ Tearz, Dr Thulz","46","4","4","ZA","2025-01-08","53","False","442122","Ngisakuthanda","2024-09-06","0.767","0.814","8","-5.779","0","0.0555","0.00891","0.000751","0.0668","0.546","112.998","4"
"3bqCtq5RcPzULlyqkFGVJ7","Ngathi Nguye","Umafikizolo, Umashotana","47","3","-6","ZA","2025-01-08","58","False","383425","Ngathi Nguye","2024-06-01","0.571","0.722","7","-9.79","1","0.0468","0.132","0.143","0.627","0.726","77.0","4"
"3XqM8hLCEYlbnFjoWwqtFv","Angel Numbers / Ten Toes","Chris Brown","48","-1","2","ZA","2025-01-08","76","True","306847","11:11","2023-11-10","0.406","0.5","4","-8.452","0","0.0501","0.192","0.0","0.175","0.0905","157.984","4"
"2262bWmqomIaJXwCRHr13j","Sailor Song","Gigi Perez","49","-8","1","ZA","2025-01-08","93","False","211978","Sailor Song","2024-07-26","0.494","0.413","11","-10.432","1","0.0254","0.682","6.72e-05","0.193","0.273","94.938","4"
